assessment_id,name,url,description,competencies,adaptive,col2_raw,test_type_raw,keys,combined_text
4302,Global Skills Development Report,https://www.shl.com/products/product-catalog/view/global-skills-development-report/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",A|E|B|C|D|P|A|B|C|D|E|K|P|S,True,,A E B C D P,A|E|B|C|D|P,"global skills development report. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. a|e|b|c|d|p|a|b|c|d|e|k|p|s"
4168,ADO.NET (New),https://www.shl.com/products/product-catalog/view/ado-net-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"ado.net (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4019,Adobe Experience Manager (New),https://www.shl.com/products/product-catalog/view/adobe-experience-manager-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"adobe experience manager (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
3778,Adobe Photoshop CC,https://www.shl.com/products/product-catalog/view/adobe-photoshop-cc/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"adobe photoshop cc. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4069,Aeronautical Engineering (New),https://www.shl.com/products/product-catalog/view/aeronautical-engineering-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"aeronautical engineering (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4004,Aerospace Engineering (New),https://www.shl.com/products/product-catalog/view/aerospace-engineering-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"aerospace engineering (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4223,Agile Software Development,https://www.shl.com/products/product-catalog/view/agile-software-development/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"agile software development. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4159,Agile Testing (New),https://www.shl.com/products/product-catalog/view/agile-testing-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"agile testing (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4311,AI Skills,https://www.shl.com/products/product-catalog/view/ai-skills/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",P|A|B|C|D|E|K|P|S,True,,P,P,"ai skills. we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. p|a|b|c|d|e|k|p|s"
4028,Amazon Web Services (AWS) Development (New),https://www.shl.com/products/product-catalog/view/amazon-web-services-aws-development-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"amazon web services (aws) development (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4160,Android Development (New),https://www.shl.com/products/product-catalog/view/android-development-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"android development (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4153,Angular 6 (New),https://www.shl.com/products/product-catalog/view/angular-6-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"angular 6 (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4021,AngularJS (New),https://www.shl.com/products/product-catalog/view/angularjs-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"angularjs (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4030,Apache Hadoop (New),https://www.shl.com/products/product-catalog/view/apache-hadoop-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"apache hadoop (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4011,Apache Hadoop Extensions (New),https://www.shl.com/products/product-catalog/view/apache-hadoop-extensions-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"apache hadoop extensions (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4073,Apache HBase (New),https://www.shl.com/products/product-catalog/view/apache-hbase-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"apache hbase (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4075,Apache Hive (New),https://www.shl.com/products/product-catalog/view/apache-hive-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"apache hive (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4022,Apache Kafka (New),https://www.shl.com/products/product-catalog/view/apache-kafka-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"apache kafka (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4115,Apache Pig (New),https://www.shl.com/products/product-catalog/view/apache-pig-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"apache pig (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4023,Apache Spark (New),https://www.shl.com/products/product-catalog/view/apache-spark-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"apache spark (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
4017,ASP .NET with C# (New),https://www.shl.com/products/product-catalog/view/asp-net-with-c-new/,"We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.",K|A|B|C|D|E|K|P|S,True,,K,K,"asp .net with c# (new). we are committed to providing you with a productive and privacy-friendly website experience. like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. you can review and opt out of our cookies using the 'show details' tab and checkboxes below. by clicking 'ok' you are opting in to the described cookie usage.. k|a|b|c|d|e|k|p|s"
